10500 13400
8856 9211 93
8857 8962 186
8858 9391 70
8859 10343 146
8862 8955 179
8862 9226 38
8863 10492 186
8864 9762 151
8865 9487 143
8865 9403 63
8867 10181 195
8868 10484 144
8869 9393 27
8870 10443 193
8870 10060 149
8871 10071 48
8873 9724 184
8878 9671 44
8879 10031 32
8879 9391 168
8879 9970 99
8880 9508 87
8884 10490 167
8886 10269 133
8888 9186 172
8888 9286 166
8889 9397 28
8890 9884 24
8890 10073 69
8892 9542 174
8893 9186 180
8894 9101 110
8895 9804 32
8895 9639 29
8896 10241 85
8897 10432 158
8898 9847 91
8900 9854 177
8901 10322 158
8902 9462 172
8903 9119 42
8903 9022 140
8904 9576 190
8909 8978 117
8910 10020 165
8911 9545 92
8911 10331 178
8912 9089 170
8914 9012 17
8915 9521 69
8916 10173 53
8917 9795 158
8917 10293 121
8918 9979 188
8919 10319 45
8924 10200 87
8925 9989 19
8925 10421 157
8930 9904 132
8932 9306 18
8935 10008 63
8936 9684 84
8938 10077 113
8939 9788 195
8939 9907 198
8941 9957 76
8942 9915 193
8943 10499 69
8945 9125 89
8945 10181 66
8951 9953 184
8953 9187 134
8954 9247 79
8955 9337 133
8955 9018 63
8957 9502 110
8959 9883 43
8959 9672 91
8961 10379 79
8961 9209 196
8962 9623 100
8963 9417 131
8968 9141 22
8969 9122 146
8969 10435 187
8970 9528 110
8972 9780 190
8973 9941 41
8974 9354 139
8974 10266 60
8976 9235 67
8976 9262 170
8977 10253 185
8978 10055 188
8978 9720 24
8980 10230 146
8981 9573 24
8982 9663 42
8982 9476 83
8983 9473 123
8984 9515 101
8985 10061 180
8987 10366 130
8988 9975 105
8988 9855 93
8989 9655 28
8992 10437 98
8992 9698 96
8993 8998 184
8994 9896 97
8996 9735 122
9001 9332 119
9001 9754 39
9002 9278 108
9003 10068 32
9003 9117 130
9008 9131 187
9010 9936 103
9015 9609 167
9016 9490 101
9020 10345 190
9020 9413 78
9022 9611 98
9023 9117 151
9024 9806 104
9025 9529 128
9029 10021 67
9030 9590 185
9031 10036 22
9032 9737 30
9033 9168 97
9038 9977 25
9040 9185 164
9040 10373 131
9041 9105 195
9042 10438 175
9043 9116 35
9045 9623 24
9046 10012 188
9054 10426 178
9054 9741 129
9056 10171 198
9056 9525 24
9059 9277 186
9060 10178 74
9060 9494 18
9060 9159 76
9061 10372 25
9063 10204 177
9063 9089 128
9065 9567 33
9066 9487 41
9068 9230 21
9071 10332 97
9074 9589 40
9075 9961 119
9077 9739 115
9080 9443 156
9081 10187 161
9082 10075 13
9083 10416 147
9086 9214 86
9091 10309 45
9094 10114 82
9095 10277 153
9099 9643 153
9100 9644 161
9109 9510 51
9109 10428 32
9110 9316 119
9110 9848 138
9111 9342 91
9112 9131 139
9113 10311 55
9115 10362 157
9121 9286 114
9123 9834 96
9123 9808 141
9128 9196 12
9128 9193 154
9129 9762 133
9131 10096 47
9134 9625 17
9135 10113 102
9135 9919 190
9136 9812 127
9137 10268 188
9139 10258 52
9142 10396 103
9143 9303 67
9143 9593 195
9144 9221 52
9145 9287 107
9145 10315 115
9145 9714 78
9147 10416 197
9147 10272 107
9148 9800 97
9149 9900 63
9149 9752 162
9151 9509 190
9151 10183 142
9152 9401 156
9153 9545 36
9156 9820 182
9158 9197 131
9159 9720 164
9159 9459 21
9160 9366 21
9161 10206 89
9163 9178 19
9165 9837 148
9167 10375 19
9169 9175 100
9171 10164 112
9172 9183 161
9173 10097 110
9173 10428 157
9174 9596 123
9176 9257 191
9177 9419 86
9178 9461 50
9181 9612 147
9182 9635 58
9183 10004 31
9184 9424 36
9188 10449 92
9189 9648 142
9190 10465 199
9191 10420 131
9191 10095 122
9192 9237 112
9193 10055 85
9194 10423 31
9195 9411 37
9195 10317 99
9196 10011 94
9198 9292 87
9199 10499 89
9200 10076 184
9200 10456 82
9203 9682 107
9204 9959 52
9204 9771 123
9205 9516 130
9206 9952 122
9209 9877 145
9211 9240 52
9212 9996 133
9212 9707 165
9213 10479 125
9222 9986 54
9225 10059 122
9229 9755 97
9230 9827 149
9233 9676 120
9241 10051 25
9244 10337 169
9247 9958 94
9248 9408 59
9249 10170 61
9250 9774 152
9251 10111 124
9252 10312 72
9254 9954 110
9256 9759 83
9259 10290 15
9260 10480 190
9261 10500 59
9262 10185 157
9263 9859 167
9265 9706 40
9269 9973 195
9269 9414 192
9270 9546 110
9271 9434 174
9279 9703 15
9280 9645 171
9282 9463 12
9282 9598 24
9283 10460 196
9284 9535 197
9285 10380 121
9288 10383 81
9290 9340 64
9290 9469 120
9292 10420 70
9293 9442 148
9294 9723 89
9296 10057 138
9297 10343 25
9297 10195 104
9298 9553 106
9300 9404 164
9304 9313 85
9305 9504 133
9307 10263 150
9314 10397 126
9315 10427 106
9316 9527 172
9318 10493 183
9320 9531 20
9321 10179 125
9322 9910 58
9323 10102 119
9325 10477 132
9328 9539 72
9329 9755 111
9330 10268 134
9331 9406 55
9333 9480 127
9338 10323 141
9339 9961 103
9343 9464 145
9344 9524 131
9346 10142 115
9346 9627 99
9352 9383 35
9354 9854 132
9361 10168 88
9371 10080 91
9372 10417 176
9373 10451 23
9374 9864 164
9378 9850 87
9381 9428 193
9381 9491 13
9382 10214 188
9382 10462 86
9383 9651 134
9388 9836 74
9389 10424 196
9392 10189 138
9393 10098 96
9400 10028 33
9401 10424 62
9402 10485 94
9403 10109 116
9405 10377 50
9406 10186 196
9407 10311 37
9411 9713 167
9412 9954 23
9412 9531 151
9412 10378 15
9414 9820 14
9415 10193 176
9417 10335 85
9418 9578 100
9421 9628 159
9423 9585 37
9425 9960 185
9429 9608 187
9432 9878 92
9435 10306 50
9435 10342 56
9437 10244 146
9438 9758 65
9438 9530 137
9440 9707 159
9440 9558 165
9446 9778 182
9447 10132 183
9451 9477 60
9451 10226 183
9454 10255 72
9458 9870 160
9461 10302 78
9465 10459 132
9468 10156 189
9478 10192 16
9482 9908 78
9484 10430 96
9485 9682 150
9485 10094 71
9488 10310 61
9489 10425 151
9497 9619 117
9498 9759 171
9509 10046 138
9510 10082 31
9511 9872 18
9512 10213 179
9513 9628 143
9517 10231 190
9517 10086 174
9519 10330 96
9523 9754 107
9523 10395 37
9524 10162 164
9526 9733 196
9526 10262 156
9527 9557 155
9528 10141 146
9531 9862 73
9533 10363 178
9533 9971 143
9535 9717 93
9536 10379 96
9537 9968 28
9542 10115 159
9547 9813 95
9548 9984 67
9548 9620 66
9549 10200 173
9549 9805 191
9556 9716 48
9556 9669 180
9557 10344 33
9559 10486 139
9560 9722 84
9560 10262 67
9561 10273 151
9562 9871 98
9562 9784 83
9566 10229 37
9568 10052 183
9569 10394 153
9570 10120 52
9570 9690 197
9571 10073 127
9572 10246 170
9575 10229 35
9576 10021 83
9577 9982 168
9577 9786 66
9579 10043 148
9583 9733 193
9584 10346 191
9587 10257 93
9589 10181 83
9591 9926 187
9592 10413 64
9594 9957 155
9597 9891 60
9598 10268 189
9600 10125 142
9603 10329 49
9605 9897 37
9608 10122 137
9613 10019 132
9622 10347 101
9624 10046 30
9629 10196 107
9629 9687 103
9631 10372 170
9632 9840 114
9633 10390 83
9637 10185 45
9639 9705 133
9641 9902 157
9642 9644 45
9643 10439 132
9646 9761 115
9652 10116 66
9654 9694 52
9654 10032 131
9657 10129 69
9659 10473 127
9660 10384 37
9664 10358 87
9666 10040 79
9667 10349 70
9667 10355 21
9668 10398 151
9670 10050 57
9671 10487 174
9681 9902 28
9683 9920 45
9688 10025 168
9689 10386 23
9696 10453 196
9697 10129 163
9702 10427 20
9708 10360 44
9709 9943 152
9712 10004 93
9714 10190 18
9716 9962 51
9718 10300 74
9719 9769 29
9722 10015 161
9725 10007 39
9726 10167 194
9726 10203 184
9736 10389 54
9737 9795 24
9742 10286 114
9742 9868 54
9743 9761 173
9750 10075 70
9751 9984 136
9753 10128 147
9753 10334 186
9756 9882 199
9757 10296 23
9770 10079 191
9771 10030 187
9772 10434 167
9775 10061 187
9779 10276 171
9781 9850 27
9782 9814 186
9782 9956 88
9785 9993 43
9788 10082 93
9790 9996 175
9791 10233 112
9791 10010 120
9793 10010 64
9801 9876 189
9804 10371 94
9805 10056 147
9810 10126 120
9812 10182 91
9818 10241 176
9825 9980 118
9831 10060 134
9834 9903 64
9835 10119 103
9838 10251 181
9842 9978 21
9846 10377 123
9858 10436 165
9860 9906 134
9863 10471 71
9865 10376 118
9866 10286 27
9869 10112 149
9879 10356 187
9879 10307 115
9881 10134 29
9882 10144 196
9886 10110 113
9890 10191 195
9893 9955 16
9902 10455 195
9906 10150 85
9908 10390 177
9909 9938 84
9910 10448 29
9911 10321 29
9921 10423 131
9925 10392 115
9928 10194 76
9930 10045 63
9937 10085 176
9937 10302 86
9938 10272 31
9940 10211 29
9943 10159 39
9947 10435 160
9956 10049 140
9961 9995 149
9964 10150 117
9969 10059 199
9969 10225 67
9979 10370 191
9994 10352 146
10001 10011 107
10003 10361 129
10022 10403 30
10023 10450 33
10029 10369 183
10035 10054 19
10039 10315 36
10041 10409 122
10043 10466 119
10044 10141 121
10045 10155 132
10047 10292 16
10050 10481 125
10069 10431 85
10070 10111 184
10077 10089 100
10102 10197 94
10103 10221 135
10107 10173 167
10107 10174 40
10108 10393 39
10112 10121 53
10114 10202 49
10115 10238 162
10120 10209 101
10123 10415 52
10136 10164 65
10137 10437 108
10142 10220 96
10152 10259 46
10153 10303 64
10154 10460 45
10154 10487 104
10159 10247 183
10161 10438 19
10186 10434 103
10192 10455 122
10193 10361 178
10202 10431 160
10209 10290 29
10215 10488 78
10221 10348 193
10234 10351 72
10239 10369 137
10253 10307 105
10254 10388 76
10271 10358 112
10274 10403 60
10275 10337 161
10282 10423 199
10291 10301 24
10299 10370 34
10299 10436 101
10306 10439 49
10326 10493 98
10336 10347 172
10340 10418 76
10349 10449 167
10350 10469 167
10356 10402 98
10365 10498 194
10376 10406 183
10399 10420 136
10476 10497 142
7 7232
